experiment,path_family,session_id,trial,pair_id,raw_file,state_label,path_label,target_label,target_F_N,d_target_mm,d_preload_mm,preload_extra_mm,preload_hold_s,recovery_s,F_N,d_mm,Bx_uT,By_uT,Bz_uT,Bmag_uT,delta_Bx_from_B0_uT,delta_By_from_B0_uT,delta_Bz_from_B0_uT,summary_window_s,state_n_samples,state_duration_s,pair_delta_F_N,pair_delta_d_mm,pair_delta_Bvec_uT,pair_verdict,source_kind,source_state_csv,cycle_index,state_index,branch,path_mode,phase
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_143640,3,3,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_300,direct_loading,300,,3.0,3.8,0.7999999999999998,0.0,,7.0373,2.98,-580.565,6388.029,7841.768,10130.6977,-100.0765,3150.6939,5259.4006,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,3.0,1.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_143640,3,3,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_310,direct_loading,310,,3.1,3.8,0.6999999999999997,0.0,,7.9661,3.09,-582.368,6541.882,8043.112,10384.7203,-101.8795,3304.5469,5460.7446,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,3.0,2.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_143640,3,3,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_320,direct_loading,320,,3.2,3.8,0.5999999999999996,0.0,,8.849,3.18,-584.772,6713.768,8243.488,10647.1738,-104.2835,3476.4329,5661.1206,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,3.0,3.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_143640,3,3,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_330,direct_loading,330,,3.3,3.8,0.5,0.0,,9.8316,3.28,-588.979,6891.063,8443.866,10915.0667,-108.4905,3653.7279,5861.4986,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,3.0,4.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_143640,3,3,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_340,direct_loading,340,,3.4,3.8,0.3999999999999999,0.0,,10.9081,3.38,-591.985,7076.773,8630.688,11176.8168,-111.4965,3839.4379,6048.3206,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,3.0,5.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_143640,3,3,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_350,direct_loading,350,,3.5,3.8,0.2999999999999998,0.0,,12.0786,3.48,-596.792,7256.471,8814.608,11432.4094,-116.3035,4019.1359,6232.2406,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,3.0,6.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_143640,3,3,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_360,direct_loading,360,,3.6,3.8,0.19999999999999973,0.0,,13.3772,3.59,-601.6,7437.375,8989.818,11683.2385,-121.1115,4200.0399,6407.4506,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,3.0,7.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_143640,3,3,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,preload_d_380,preload_deep,380,,3.8,3.8,0.0,30.0,,16.1707,3.78,-616.024,7825.018,9324.746,12188.8659,-135.5355,4587.6829,6742.3786,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,3.0,8.0,preload,preload_loading,preload_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_143640,3,3,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_360,return_unloading,360,,3.6,3.8,0.19999999999999973,30.0,,11.541,3.61,-613.019,7646.52,9095.328,11898.2883,-132.5305,4409.1849,6512.9606,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,3.0,9.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_143640,3,3,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_350,return_unloading,350,,3.5,3.8,0.2999999999999998,30.0,,9.4205,3.48,-611.817,7460.813,8890.111,11621.8889,-131.3285,4223.4779,6307.7436,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,3.0,10.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_143640,3,3,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_340,return_unloading,340,,3.4,3.8,0.3999999999999999,30.0,,8.4408,3.4,-609.414,7344.821,8768.144,11454.3202,-128.9255,4107.4859,6185.7766,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,3.0,11.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_143640,3,3,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_330,return_unloading,330,,3.3,3.8,0.5,30.0,,7.1129,3.28,-608.211,7127.256,8544.538,11143.3492,-127.7225,3889.9209,5962.1706,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,3.0,12.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_143640,3,3,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_320,return_unloading,320,,3.2,3.8,0.5999999999999996,30.0,,6.4166,3.2,-607.61,7017.874,8403.21,10964.3481,-127.1215,3780.5389,5820.8426,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,3.0,13.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_143640,3,3,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_310,return_unloading,310,,3.1,3.8,0.6999999999999997,30.0,,5.4677,3.09,-607.009,6837.575,8137.008,10645.836,-126.5205,3600.2399,5554.6406,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,3.0,14.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_143640,3,3,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_300,return_unloading,300,,3.0,3.8,0.7999999999999998,30.0,,4.9423,3.0,-607.009,6733.6,7974.383,10454.3469,-126.5205,3496.2649,5392.0156,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,3.0,15.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_143640,4,4,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_300,direct_loading,300,,3.0,3.8,0.7999999999999998,0.0,,6.979,2.98,-579.964,6389.229,7844.672,10134.1314,-99.1133,3136.9166,5244.1113,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,4.0,1.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_143640,4,4,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_310,direct_loading,310,,3.1,3.8,0.6999999999999997,0.0,,7.9021,3.09,-582.969,6544.288,8044.08,10386.5814,-102.1183,3291.9756,5443.5193,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,4.0,2.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_143640,4,4,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_320,direct_loading,320,,3.2,3.8,0.5999999999999996,0.0,,8.7885,3.18,-584.772,6716.173,8245.423,10650.5392,-103.9213,3463.8606,5644.8623,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,4.0,3.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_143640,4,4,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_330,direct_loading,330,,3.3,3.8,0.5,0.0,,9.7698,3.28,-588.979,6894.671,8446.767,10919.1247,-108.1283,3642.3586,5846.2063,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,4.0,4.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_143640,4,4,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_340,direct_loading,340,,3.4,3.8,0.3999999999999999,0.0,,10.8594,3.38,-592.585,7079.176,8636.496,11182.5379,-111.7343,3826.8636,6035.9353,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,4.0,5.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_143640,4,4,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_350,direct_loading,350,,3.5,3.8,0.2999999999999998,0.0,,12.0298,3.48,-596.792,7258.874,8821.386,11440.0223,-115.9413,4006.5616,6220.8253,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,4.0,6.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_143640,4,4,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_360,direct_loading,360,,3.6,3.8,0.19999999999999973,0.0,,13.3359,3.59,-603.403,7442.178,8998.528,11693.0665,-122.5523,4189.8656,6397.9673,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,4.0,7.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_143640,4,4,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,preload_d_380,preload_deep,380,,3.8,3.8,0.0,30.0,,16.1435,3.78,-616.625,7828.624,9330.554,12195.7759,-135.7743,4576.3116,6729.9933,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,4.0,8.0,preload,preload_loading,preload_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_143640,4,4,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_360,return_unloading,360,,3.6,3.8,0.19999999999999973,30.0,,11.4691,3.61,-614.221,7645.32,9096.298,11898.6735,-133.3703,4393.0076,6495.7373,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,4.0,9.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_143640,4,4,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_350,return_unloading,350,,3.5,3.8,0.2999999999999998,30.0,,9.3668,3.48,-613.019,7459.608,8890.111,11621.7004,-132.1683,4207.2956,6289.5503,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,4.0,10.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_143640,4,4,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_340,return_unloading,340,,3.4,3.8,0.3999999999999999,30.0,,8.3939,3.4,-611.817,7343.015,8768.144,11452.9844,-130.9663,4090.7026,6167.5833,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,4.0,11.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_143640,4,4,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_330,return_unloading,330,,3.3,3.8,0.5,30.0,,7.0738,3.28,-610.014,7124.85,8542.597,11140.4253,-129.1633,3872.5376,5942.0363,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,4.0,12.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_143640,4,4,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_320,return_unloading,320,,3.2,3.8,0.5999999999999996,30.0,,6.3832,3.2,-610.014,7018.477,8403.21,10965.8244,-129.1633,3766.1646,5802.6493,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,4.0,13.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_143640,4,4,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_310,return_unloading,310,,3.1,3.8,0.6999999999999997,30.0,,5.4404,3.09,-608.812,6837.575,8137.008,10645.7446,-127.9613,3585.2626,5536.4473,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,4.0,14.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_143640,4,4,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_300,return_unloading,300,,3.0,3.8,0.7999999999999998,30.0,,4.9212,3.0,-608.812,6735.407,7976.32,10456.9827,-127.9613,3483.0946,5375.7593,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,4.0,15.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_143640,5,5,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_300,direct_loading,300,,3.0,3.8,0.7999999999999998,0.0,,7.4883,3.0,-581.166,6507.624,7987.936,10320.4491,-100.0526,3249.4212,5379.093,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,5.0,1.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_143640,5,5,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_310,direct_loading,310,,3.1,3.8,0.6999999999999997,0.0,,8.4737,3.1,-584.171,6665.687,8188.312,10574.7887,-103.0576,3407.4842,5579.469,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,5.0,2.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_143640,5,5,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_320,direct_loading,320,,3.2,3.8,0.5999999999999996,0.0,,9.4189,3.19,-588.378,6839.376,8391.594,10842.3336,-107.2646,3581.1732,5782.751,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,5.0,3.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_143640,5,5,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_330,direct_loading,330,,3.3,3.8,0.5,0.0,,10.4895,3.29,-591.383,7023.282,8586.16,11108.7065,-110.2696,3765.0792,5977.317,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,5.0,4.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_143640,5,5,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_340,direct_loading,340,,3.4,3.8,0.3999999999999999,0.0,,11.6322,3.39,-596.792,7205.386,8772.986,11368.4789,-115.6786,3947.1832,6164.143,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,5.0,5.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_143640,5,5,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_350,direct_loading,350,,3.5,3.8,0.2999999999999998,0.0,,12.8913,3.5,-601.6,7385.687,8953.029,11622.2964,-120.4866,4127.4842,6344.186,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,5.0,6.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260615_143640,5,5,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_360,direct_loading,360,,3.6,3.8,0.19999999999999973,0.0,,14.3055,3.6,-607.61,7573.799,9130.176,11877.5767,-126.4966,4315.5962,6521.333,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260615_143640\local_minor_loop_dense_5p1B_state_summary.csv,5.0,7.0,loading,loading_branch,loading_dense
